tick,event,source,target,amount,category,description
7,transfer,STAAT,H000038,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
7,transfer,STAAT,H000039,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
7,transfer,STAAT,H000040,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
7,staatsfinanzierung,MUENZBANK,STAAT,0.10653651181196847,,Kategorie-Subvention
7,subvention,STAAT,F000001,0.10653651181196847,1,Subvention nach Münzkategorie
7,steuer,F000001,STAAT,0.01720002261773679,1,CO2-/Schadenssteuer
7,muenze,F000001,M000123,60.632832750420974,1,Münze erzeugt und bewertet
7,lohn,F000002,H000032,36.32961651730715,2,Nettoarbeitslohn
7,steuer,H000032,STAAT,7.974793869652788,,Einkommensteuer
7,lohn,F000002,H000013,32.015019330986455,2,Nettoarbeitslohn
7,steuer,H000013,STAAT,7.027687170216539,,Einkommensteuer
7,lohn,F000002,H000023,35.22801231729707,2,Nettoarbeitslohn
7,steuer,H000023,STAAT,7.732978313553015,,Einkommensteuer
7,subvention,STAAT,F000002,0.33148289848714757,2,Subvention nach Münzkategorie
7,steuer,F000002,STAAT,0.6709813501229442,2,CO2-/Schadenssteuer
7,muenze,F000002,M000124,-123.23505470367164,2,Münze erzeugt und bewertet
7,subvention,STAAT,F000003,0.017985783458119166,3,Subvention nach Münzkategorie
7,steuer,F000003,STAAT,0.012901622065867018,3,CO2-/Schadenssteuer
7,muenze,F000003,M000125,3.3121570550299877,3,Münze erzeugt und bewertet
7,subvention,STAAT,F000004,0.018495730967780236,4,Subvention nach Münzkategorie
7,steuer,F000004,STAAT,0.15105647278935413,4,CO2-/Schadenssteuer
7,muenze,F000004,M000126,19.88958077193737,4,Münze erzeugt und bewertet
7,lohn,F000005,H000036,49.626515004310065,5,Nettoarbeitslohn
7,steuer,H000036,STAAT,10.89362524484855,,Einkommensteuer
7,lohn,F000005,H000012,36.846372668838754,5,Nettoarbeitslohn
7,steuer,H000012,STAAT,8.088228146818262,,Einkommensteuer
7,lohn,F000005,H000017,48.271752442509396,5,Nettoarbeitslohn
7,steuer,H000017,STAAT,10.596238341038646,,Einkommensteuer
7,subvention,STAAT,F000005,2.1824103345197323,5,Subvention nach Münzkategorie
7,steuer,F000005,STAAT,4.362919044093131,5,CO2-/Schadenssteuer
7,muenze,F000005,M000127,-112.94152242947484,5,Münze erzeugt und bewertet
7,subvention,STAAT,F000006,0.01450100710090991,6,Subvention nach Münzkategorie
7,steuer,F000006,STAAT,0.04151001373750106,6,CO2-/Schadenssteuer
7,muenze,F000006,M000128,72.89512914003186,6,Münze erzeugt und bewertet
7,subvention,STAAT,F000007,0.07771862649640504,7,Subvention nach Münzkategorie
7,steuer,F000007,STAAT,0.03261698249252428,7,CO2-/Schadenssteuer
7,muenze,F000007,M000129,116.11915526859411,7,Münze erzeugt und bewertet
7,subvention,STAAT,F000008,0.008037091733981967,8,Subvention nach Münzkategorie
7,steuer,F000008,STAAT,0.04016268805393724,8,CO2-/Schadenssteuer
7,muenze,F000008,M000130,36.72560675101698,8,Münze erzeugt und bewertet
7,subvention,STAAT,F000009,0.049296844012143265,9,Subvention nach Münzkategorie
7,steuer,F000009,STAAT,0.010941403699179725,9,CO2-/Schadenssteuer
7,muenze,F000009,M000131,31.254480822093335,9,Münze erzeugt und bewertet
7,subvention,STAAT,F000010,0.021828444930427567,10,Subvention nach Münzkategorie
7,steuer,F000010,STAAT,0.02799573098476985,10,CO2-/Schadenssteuer
7,muenze,F000010,M000132,96.94626948042516,10,Münze erzeugt und bewertet
7,subvention,STAAT,F000011,0.02740335978738315,11,Subvention nach Münzkategorie
7,steuer,F000011,STAAT,0.030011661293709233,11,CO2-/Schadenssteuer
7,muenze,F000011,M000133,23.920695672642218,11,Münze erzeugt und bewertet
7,subvention,STAAT,F000012,0.04078740175977415,12,Subvention nach Münzkategorie
7,steuer,F000012,STAAT,0.006397616522399376,12,CO2-/Schadenssteuer
7,muenze,F000012,M000134,25.84136335404694,12,Münze erzeugt und bewertet
7,subvention,STAAT,F000013,0.11130014363056896,13,Subvention nach Münzkategorie
7,steuer,F000013,STAAT,0.15539948125646638,13,CO2-/Schadenssteuer
7,muenze,F000013,M000135,59.989427428434155,13,Münze erzeugt und bewertet
7,subvention,STAAT,F000014,0.11572562524051057,14,Subvention nach Münzkategorie
7,steuer,F000014,STAAT,0.039507583722229386,14,CO2-/Schadenssteuer
7,muenze,F000014,M000136,11.203938764037671,14,Münze erzeugt und bewertet
7,lohn,F000015,H000010,37.7774412521762,15,Nettoarbeitslohn
7,steuer,H000010,STAAT,8.292609055355753,,Einkommensteuer
7,lohn,F000015,H000019,36.14488251276602,15,Nettoarbeitslohn
7,steuer,H000019,STAAT,7.934242502802297,,Einkommensteuer
7,subvention,STAAT,F000015,0.2404281041001473,15,Subvention nach Münzkategorie
7,steuer,F000015,STAAT,0.9768900528368443,15,CO2-/Schadenssteuer
7,muenze,F000015,M000137,-72.64626673577185,15,Münze erzeugt und bewertet
7,subvention,STAAT,F000016,0.12428752703634724,16,Subvention nach Münzkategorie
7,muenze,F000016,M000138,43.72023500738931,16,Münze erzeugt und bewertet
7,lohn,F000017,H000005,30.64234872157324,17,Nettoarbeitslohn
7,steuer,H000005,STAAT,6.726369231564857,,Einkommensteuer
7,lohn,F000017,H000040,38.58147212513529,17,Nettoarbeitslohn
7,steuer,H000040,STAAT,8.46910363722482,,Einkommensteuer
7,lohn,F000017,H000039,32.54319867937296,17,Nettoarbeitslohn
7,steuer,H000039,STAAT,7.143628978398943,,Einkommensteuer
7,subvention,STAAT,F000017,3.2273646063665082,17,Subvention nach Münzkategorie
7,steuer,F000017,STAAT,0.5635061141817868,17,CO2-/Schadenssteuer
7,muenze,F000017,M000139,520.9211449320555,17,Münze erzeugt und bewertet
7,lohn,F000018,H000034,41.91281276301917,18,Nettoarbeitslohn
7,steuer,H000034,STAAT,9.20037353334567,,Einkommensteuer
7,lohn,F000018,H000021,41.49382596312408,18,Nettoarbeitslohn
7,steuer,H000021,STAAT,9.108400821173579,,Einkommensteuer
7,lohn,F000018,H000030,39.71782544757665,18,Nettoarbeitslohn
7,steuer,H000030,STAAT,8.718547049468045,,Einkommensteuer
7,lohn,F000018,H000038,38.74345291490292,18,Nettoarbeitslohn
7,steuer,H000038,STAAT,8.504660395954298,,Einkommensteuer
7,lohn,F000018,H000028,39.53904534257744,18,Nettoarbeitslohn
7,steuer,H000028,STAAT,8.679302636175535,,Einkommensteuer
7,lohn,F000018,H000006,35.23214221578132,18,Nettoarbeitslohn
7,steuer,H000006,STAAT,7.733884876634924,,Einkommensteuer
7,lohn,F000018,H000020,38.97516940186358,18,Nettoarbeitslohn
7,steuer,H000020,STAAT,8.555524990652982,,Einkommensteuer
7,lohn,F000018,H000001,41.19544005914618,18,Nettoarbeitslohn
7,steuer,H000001,STAAT,9.04290147639794,,Einkommensteuer
7,lohn,F000018,H000004,36.71087879260725,18,Nettoarbeitslohn
7,steuer,H000004,STAAT,8.058485588621103,,Einkommensteuer
7,subvention,STAAT,F000018,22.402851323543068,18,Subvention nach Münzkategorie
7,steuer,F000018,STAAT,3.1222063762080414,18,CO2-/Schadenssteuer
7,muenze,F000018,M000140,10.444648160401037,18,Münze erzeugt und bewertet
7,kredit,B000001,F000019,339.2384210562683,19,Betriebsmittel
7,lohn,F000019,H000024,44.13456826070001,19,Nettoarbeitslohn
7,steuer,H000024,STAAT,9.688075959665856,,Einkommensteuer
7,lohn,F000019,H000022,32.00793392010005,19,Nettoarbeitslohn
7,steuer,H000022,STAAT,7.026131836119523,,Einkommensteuer
7,lohn,F000019,H000029,43.620630735154975,19,Nettoarbeitslohn
7,steuer,H000029,STAAT,9.57526040527792,,Einkommensteuer
7,lohn,F000019,H000014,44.277499676545794,19,Nettoarbeitslohn
7,steuer,H000014,STAAT,9.719451148510052,,Einkommensteuer
7,lohn,F000019,H000027,35.51707045783024,19,Nettoarbeitslohn
7,steuer,H000027,STAAT,7.796430100499322,,Einkommensteuer
7,lohn,F000019,H000011,44.57128758837384,19,Nettoarbeitslohn
7,steuer,H000011,STAAT,9.783941177935722,,Einkommensteuer
7,lohn,F000019,H000015,35.47388427307033,19,Nettoarbeitslohn
7,steuer,H000015,STAAT,7.7869502062837315,,Einkommensteuer
7,lohn,F000019,H000016,35.46944486007254,19,Nettoarbeitslohn
7,steuer,H000016,STAAT,7.785975700991532,,Einkommensteuer
7,lohn,F000019,H000031,39.77736670008015,19,Nettoarbeitslohn
7,steuer,H000031,STAAT,8.731617080505398,,Einkommensteuer
7,lohn,F000019,H000025,40.22052956511054,19,Nettoarbeitslohn
7,steuer,H000025,STAAT,8.828896733804752,,Einkommensteuer
7,lohn,F000019,H000007,43.09045423643825,19,Nettoarbeitslohn
7,steuer,H000007,STAAT,9.458880198242543,,Einkommensteuer
7,lohn,F000019,H000009,41.61883491859133,19,Nettoarbeitslohn
7,steuer,H000009,STAAT,9.135841811398098,,Einkommensteuer
7,lohn,F000019,H000018,37.00982911741111,19,Nettoarbeitslohn
7,steuer,H000018,STAAT,8.124108830651219,,Einkommensteuer
7,lohn,F000019,H000003,32.26281413281214,19,Nettoarbeitslohn
7,steuer,H000003,STAAT,7.082081151105103,,Einkommensteuer
7,lohn,F000019,H000037,34.57527258183537,19,Nettoarbeitslohn
7,steuer,H000037,STAAT,7.589693981378495,,Einkommensteuer
7,lohn,F000019,H000033,34.23465732591862,19,Nettoarbeitslohn
7,steuer,H000033,STAAT,7.514924778860184,,Einkommensteuer
7,lohn,F000019,H000002,35.394991315428534,19,Nettoarbeitslohn
7,steuer,H000002,STAAT,7.769632239972117,,Einkommensteuer
7,lohn,F000019,H000026,36.90115128086017,19,Nettoarbeitslohn
7,steuer,H000026,STAAT,8.100252720188818,,Einkommensteuer
7,subvention,STAAT,F000019,18.233642950951893,19,Subvention nach Münzkategorie
7,steuer,F000019,STAAT,15.858904510749253,19,CO2-/Schadenssteuer
7,muenze,F000019,M000141,-368.2420544052328,19,Münze erzeugt und bewertet
7,lohn,F000020,H000035,28.52424399748405,5,Nettoarbeitslohn
7,steuer,H000035,STAAT,6.261419414081864,,Einkommensteuer
7,lohn,F000020,H000008,34.41615806040886,5,Nettoarbeitslohn
7,steuer,H000008,STAAT,7.5547664035043836,,Einkommensteuer
7,subvention,STAAT,F000020,0.3383544727640017,5,Subvention nach Münzkategorie
7,steuer,F000020,STAAT,0.8046497460219656,5,CO2-/Schadenssteuer
7,muenze,F000020,M000142,-62.0446681857578,5,Münze erzeugt und bewertet
7,staatsfinanzierung,MUENZBANK,STAAT,7933.965901117953,,öffentliche Investitionen
7,staat_ausgabe,STAAT,OEFFENTLICH,1649.4207350106783,17,Bildung
7,staat_ausgabe,STAAT,OEFFENTLICH,2309.1890290149495,18,Gesundheit/Soziales
7,staat_ausgabe,STAAT,OEFFENTLICH,1649.4207350106783,13,Infrastruktur
7,staat_ausgabe,STAAT,OEFFENTLICH,1154.594514507475,1,Commons/Forschung
7,staat_ausgabe,STAAT,OEFFENTLICH,824.7103675053391,7,Kultur
7,staat_ausgabe,STAAT,OEFFENTLICH,659.7682940042713,16,Regeneration
7,kauf,H000001,F000019,31.526519538467475,19,haushaltskonsum
7,steuer,H000001,STAAT,3.4679171492314222,19,Umsatzsteuer
7,kauf,H000001,F000018,12.405971230854918,18,haushaltskonsum
7,steuer,H000001,STAAT,1.364656835394041,18,Umsatzsteuer
7,kauf,H000001,F000013,4.917131734240826,13,haushaltskonsum
7,steuer,H000001,STAAT,0.5408844907664908,13,Umsatzsteuer
7,kauf,H000001,F000017,4.380689642299756,17,haushaltskonsum
7,steuer,H000001,STAAT,0.48187586065297316,17,Umsatzsteuer
7,kauf,H000001,F000008,2.664064023593178,8,haushaltskonsum
7,steuer,H000001,STAAT,0.29304704259524955,8,Umsatzsteuer
7,kauf,H000001,F000007,2.486943362225939,7,haushaltskonsum
7,steuer,H000001,STAAT,0.2735637698448533,7,Umsatzsteuer
7,kauf,H000001,F000016,1.5415248236711556,16,haushaltskonsum
7,steuer,H000001,STAAT,0.16956773060382713,16,Umsatzsteuer
7,kauf,H000001,F000001,1.1775607872376144,1,haushaltskonsum
7,steuer,H000001,STAAT,0.1295316865961376,1,Umsatzsteuer
7,kauf,H000001,F000006,1.1239761006232902,6,haushaltskonsum
7,steuer,H000001,STAAT,0.12363737106856193,6,Umsatzsteuer
7,kauf,H000001,F000010,0.96417432207047,10,haushaltskonsum
7,steuer,H000001,STAAT,0.1060591754277517,10,Umsatzsteuer
7,kauf,H000001,F000012,0.5784462861334111,12,haushaltskonsum
7,steuer,H000001,STAAT,0.06362909147467521,12,Umsatzsteuer
7,kauf,H000001,F000009,0.4494604946667543,9,haushaltskonsum
7,steuer,H000001,STAAT,0.04944065441334297,9,Umsatzsteuer
7,kauf,H000002,F000019,30.541638588815484,19,haushaltskonsum
7,steuer,H000002,STAAT,3.3595802447697034,19,Umsatzsteuer
7,kauf,H000002,F000018,10.48241954718877,18,haushaltskonsum
7,steuer,H000002,STAAT,1.1530661501907646,18,Umsatzsteuer
7,kauf,H000002,F000017,7.822064624855965,17,haushaltskonsum
7,steuer,H000002,STAAT,0.8604271087341562,17,Umsatzsteuer
7,kauf,H000002,F000013,4.294341234753655,13,haushaltskonsum
7,steuer,H000002,STAAT,0.47237753582290204,13,Umsatzsteuer
7,kauf,H000002,F000007,2.9980041561912634,7,haushaltskonsum
7,steuer,H000002,STAAT,0.329780457181039,7,Umsatzsteuer
7,kauf,H000002,F000008,0.7352967545837457,8,haushaltskonsum
7,steuer,H000002,STAAT,0.08088264300421202,8,Umsatzsteuer
7,import,H000002,AUSLAND,1.5761176948517723,8,haushaltskonsum
7,zoll,H000002,STAAT,0.061808537053010676,8,Importzoll
7,kauf,H000002,F000016,1.5139583813081292,16,haushaltskonsum
7,steuer,H000002,STAAT,0.1665354219438942,16,Umsatzsteuer
7,kauf,H000002,F000006,1.2787721177650262,6,haushaltskonsum
7,steuer,H000002,STAAT,0.1406649329541529,6,Umsatzsteuer
7,kauf,H000002,F000010,0.9844577506630622,10,haushaltskonsum
7,steuer,H000002,STAAT,0.10829035257293684,10,Umsatzsteuer
7,kauf,H000002,F000001,0.7184024803797352,1,haushaltskonsum
7,steuer,H000002,STAAT,0.07902427284177087,1,Umsatzsteuer
7,kauf,H000002,F000012,0.575770805096676,12,haushaltskonsum
7,steuer,H000002,STAAT,0.06333478856063436,12,Umsatzsteuer
7,kauf,H000002,F000009,0.44765492741678603,9,haushaltskonsum
7,steuer,H000002,STAAT,0.04924204201584646,9,Umsatzsteuer
7,kauf,H000003,F000019,28.769523152975896,19,haushaltskonsum
7,steuer,H000003,STAAT,3.1646475468273487,19,Umsatzsteuer
7,kauf,H000003,F000017,9.688499583660404,17,haushaltskonsum
7,steuer,H000003,STAAT,1.0657349542026444,17,Umsatzsteuer
7,kauf,H000003,F000018,7.071099599858528,18,haushaltskonsum
7,steuer,H000003,STAAT,0.7778209559844381,18,Umsatzsteuer
7,kauf,H000003,F000013,2.189942358365577,13,haushaltskonsum
7,steuer,H000003,STAAT,0.24089365942021349,13,Umsatzsteuer
7,import,H000003,AUSLAND,1.7806956765880915,13,haushaltskonsum
7,zoll,H000003,STAAT,0.06983120300345456,13,Importzoll
7,kauf,H000003,F000007,2.5041719490142413,7,haushaltskonsum
7,steuer,H000003,STAAT,0.27545891439156656,7,Umsatzsteuer
7,import,H000003,AUSLAND,1.875155422855228,8,haushaltskonsum
7,zoll,H000003,STAAT,0.07353550677863639,8,Importzoll
7,kauf,H000003,F000016,1.385473119481581,16,haushaltskonsum
7,steuer,H000003,STAAT,0.15240204314297393,16,Umsatzsteuer
7,kauf,H000003,F000006,1.0983258132684497,6,haushaltskonsum
7,steuer,H000003,STAAT,0.12081583945952946,6,Umsatzsteuer
7,kauf,H000003,F000010,0.9028844573404873,10,haushaltskonsum
7,steuer,H000003,STAAT,0.0993172903074536,10,Umsatzsteuer
7,kauf,H000003,F000001,0.5449375786255481,1,haushaltskonsum
7,steuer,H000003,STAAT,0.0599431336488103,1,Umsatzsteuer
7,kauf,H000003,F000012,0.5303247777314286,12,haushaltskonsum
7,steuer,H000003,STAAT,0.05833572555045715,12,Umsatzsteuer
7,kauf,H000003,F000009,0.4122674694509013,9,haushaltskonsum
7,steuer,H000003,STAAT,0.045349421639599145,9,Umsatzsteuer
7,kauf,H000004,F000019,35.43379425127293,19,haushaltskonsum
7,steuer,H000004,STAAT,3.897717367640022,19,Umsatzsteuer
7,kauf,H000004,F000017,10.555649933405183,17,haushaltskonsum
7,steuer,H000004,STAAT,1.16112149267457,17,Umsatzsteuer
7,kauf,H000004,F000018,7.71015961899784,18,haushaltskonsum
7,steuer,H000004,STAAT,0.8481175580897624,18,Umsatzsteuer
7,import,H000004,AUSLAND,5.138471337987366,13,haushaltskonsum
7,zoll,H000004,STAAT,0.20150867992107319,13,Importzoll
7,import,H000004,AUSLAND,1.758493463230231,8,haushaltskonsum
7,zoll,H000004,STAAT,0.06896052796981299,8,Importzoll
7,kauf,H000004,F000016,1.8810490687893848,16,haushaltskonsum
7,steuer,H000004,STAAT,0.20691539756683233,16,Umsatzsteuer
7,kauf,H000004,F000007,1.636450349630955,7,haushaltskonsum
7,steuer,H000004,STAAT,0.18000953845940507,7,Umsatzsteuer
7,kauf,H000004,F000010,1.205977834439888,10,haushaltskonsum
7,steuer,H000004,STAAT,0.13265756178838767,10,Umsatzsteuer
7,kauf,H000004,F000001,0.8974677570920089,1,haushaltskonsum
7,steuer,H000004,STAAT,0.09872145328012098,1,Umsatzsteuer
7,kauf,H000004,F000006,0.8676307299330623,6,haushaltskonsum
7,steuer,H000004,STAAT,0.09543938029263686,6,Umsatzsteuer
7,kauf,H000004,F000012,0.6781536146236896,12,haushaltskonsum
7,steuer,H000004,STAAT,0.07459689760860586,12,Umsatzsteuer
7,kauf,H000004,F000009,0.5257758262529967,9,haushaltskonsum
7,steuer,H000004,STAAT,0.057835340887829635,9,Umsatzsteuer
7,kauf,H000005,F000019,29.13107680941315,19,haushaltskonsum
7,steuer,H000005,STAAT,3.204418449035446,19,Umsatzsteuer
7,kauf,H000005,F000017,9.422455525300933,17,haushaltskonsum
7,steuer,H000005,STAAT,1.0364701077831027,17,Umsatzsteuer
7,kauf,H000005,F000018,6.708269407874907,18,haushaltskonsum
7,steuer,H000005,STAAT,0.7379096348662397,18,Umsatzsteuer
7,import,H000005,AUSLAND,4.191905299360479,13,haushaltskonsum
7,zoll,H000005,STAAT,0.16438844311217565,13,Importzoll
7,import,H000005,AUSLAND,1.7511009732520804,8,haushaltskonsum
7,zoll,H000005,STAAT,0.06867062640204236,8,Importzoll
7,kauf,H000005,F000007,1.9068860528819893,7,haushaltskonsum
7,steuer,H000005,STAAT,0.20975746581701882,7,Umsatzsteuer
7,kauf,H000005,F000016,1.4375857304240527,16,haushaltskonsum
7,steuer,H000005,STAAT,0.1581344303466458,16,Umsatzsteuer
7,kauf,H000005,F000010,0.9735755712388168,10,haushaltskonsum
7,steuer,H000005,STAAT,0.10709331283626984,10,Umsatzsteuer
7,kauf,H000005,F000006,0.9066723304286025,6,haushaltskonsum
7,steuer,H000005,STAAT,0.09973395634714628,6,Umsatzsteuer
7,kauf,H000005,F000001,0.6175638766509209,1,haushaltskonsum
7,steuer,H000005,STAAT,0.0679320264316013,1,Umsatzsteuer
7,kauf,H000005,F000012,0.27040919181873435,12,haushaltskonsum
7,steuer,H000005,STAAT,0.029745011100060777,12,Umsatzsteuer
7,kauf,H000005,F000009,0.43091700074491945,9,haushaltskonsum
7,steuer,H000005,STAAT,0.04740087008194114,9,Umsatzsteuer
7,kauf,H000006,F000019,34.6473371672615,19,haushaltskonsum
7,steuer,H000006,STAAT,3.8112070883987648,19,Umsatzsteuer
7,kauf,H000006,F000017,10.560151125627279,17,haushaltskonsum
7,steuer,H000006,STAAT,1.1616166238190007,17,Umsatzsteuer
7,kauf,H000006,F000018,8.66277942983985,18,haushaltskonsum
7,steuer,H000006,STAAT,0.9529057372823835,18,Umsatzsteuer
7,import,H000006,AUSLAND,5.2680428674671544,13,haushaltskonsum
7,zoll,H000006,STAAT,0.20658991637126092,13,Importzoll
7,kauf,H000006,F000007,3.568454613989658,7,haushaltskonsum
7,steuer,H000006,STAAT,0.39253000753886236,7,Umsatzsteuer
7,import,H000006,AUSLAND,2.572543854394243,8,haushaltskonsum
7,zoll,H000006,STAAT,0.10088407272134287,8,Importzoll
7,kauf,H000006,F000016,1.7513550082146783,16,haushaltskonsum
7,steuer,H000006,STAAT,0.19264905090361462,16,Umsatzsteuer
7,kauf,H000006,F000006,1.5110451436421295,6,haushaltskonsum
7,steuer,H000006,STAAT,0.16621496580063425,6,Umsatzsteuer
7,kauf,H000006,F000010,1.1354627897715466,10,haushaltskonsum
7,steuer,H000006,STAAT,0.12490090687487013,10,Umsatzsteuer
7,kauf,H000006,F000001,0.8507256367102958,1,haushaltskonsum
7,steuer,H000006,STAAT,0.09357982003813253,1,Umsatzsteuer
7,kauf,H000006,F000009,0.5265955446490935,9,haushaltskonsum
7,steuer,H000006,STAAT,0.05792550991140029,9,Umsatzsteuer
7,kauf,H000007,F000019,33.80954682300531,19,haushaltskonsum
7,steuer,H000007,STAAT,3.7190501505305846,19,Umsatzsteuer
7,kauf,H000007,F000018,11.742622482450006,18,haushaltskonsum
7,steuer,H000007,STAAT,1.2916884730695006,18,Umsatzsteuer
7,kauf,H000007,F000017,6.937163263784509,17,haushaltskonsum
7,steuer,H000007,STAAT,0.763087959016296,17,Umsatzsteuer
7,import,H000007,AUSLAND,5.334622381655441,13,haushaltskonsum
7,zoll,H000007,STAAT,0.20920087771197807,13,Importzoll
7,import,H000007,AUSLAND,2.5128003959426435,8,haushaltskonsum
7,zoll,H000007,STAAT,0.0985411919977507,8,Importzoll
7,kauf,H000007,F000007,2.86577812369972,7,haushaltskonsum
7,steuer,H000007,STAAT,0.3152355936069692,7,Umsatzsteuer
7,kauf,H000007,F000016,1.7923514136334262,16,haushaltskonsum
7,steuer,H000007,STAAT,0.19715865549967687,16,Umsatzsteuer
7,kauf,H000007,F000006,1.3466651027779108,6,haushaltskonsum
7,steuer,H000007,STAAT,0.1481331613055702,6,Umsatzsteuer
7,kauf,H000007,F000010,1.164186094076328,10,haushaltskonsum
7,steuer,H000007,STAAT,0.12806047034839607,10,Umsatzsteuer
7,kauf,H000007,F000001,1.111734876266038,1,haushaltskonsum
7,steuer,H000007,STAAT,0.12229083638926418,1,Umsatzsteuer
7,kauf,H000007,F000009,0.5339932356986822,9,haushaltskonsum
7,steuer,H000007,STAAT,0.05873925592685504,9,Umsatzsteuer
7,kauf,H000008,F000019,34.474360476240975,19,haushaltskonsum
7,steuer,H000008,STAAT,3.792179652386507,19,Umsatzsteuer
7,kauf,H000008,F000018,13.159200803703108,18,haushaltskonsum
7,steuer,H000008,STAAT,1.4475120884073418,18,Umsatzsteuer
7,kauf,H000008,F000017,10.197298203712275,17,haushaltskonsum
7,steuer,H000008,STAAT,1.1217028024083504,17,Umsatzsteuer
7,import,H000008,AUSLAND,5.203203544184486,13,haushaltskonsum
7,zoll,H000008,STAAT,0.20404719781115632,13,Importzoll
7,kauf,H000008,F000007,2.2831627169235227,7,haushaltskonsum
7,steuer,H000008,STAAT,0.2511478988615875,7,Umsatzsteuer
7,import,H000008,AUSLAND,2.7695731744838703,8,haushaltskonsum
7,zoll,H000008,STAAT,0.10861071272485764,8,Importzoll
7,kauf,H000008,F000016,1.805191979288901,16,haushaltskonsum
7,steuer,H000008,STAAT,0.19857111772177913,16,Umsatzsteuer
7,kauf,H000008,F000006,1.6403642080901932,6,haushaltskonsum
7,steuer,H000008,STAAT,0.18044006288992126,6,Umsatzsteuer
7,kauf,H000008,F000010,1.1736819118023838,10,haushaltskonsum
7,steuer,H000008,STAAT,0.1291050102982622,10,Umsatzsteuer
7,kauf,H000008,F000001,0.7126052918947758,1,haushaltskonsum
7,steuer,H000008,STAAT,0.07838658210842535,1,Umsatzsteuer
7,kauf,H000008,F000009,0.548910788881161,9,haushaltskonsum
7,steuer,H000008,STAAT,0.060380186776927705,9,Umsatzsteuer
7,kauf,H000009,F000019,33.34616932754347,19,haushaltskonsum
7,steuer,H000009,STAAT,3.6680786260297817,19,Umsatzsteuer
7,kauf,H000009,F000018,12.68007500057753,18,haushaltskonsum
7,steuer,H000009,STAAT,1.3948082500635282,18,Umsatzsteuer
7,kauf,H000009,F000017,6.010523638507152,17,haushaltskonsum
7,steuer,H000009,STAAT,0.6611576002357867,17,Umsatzsteuer
7,import,H000009,AUSLAND,4.901257920140786,13,haushaltskonsum
7,zoll,H000009,STAAT,0.1922061929466975,13,Importzoll
7,import,H000009,AUSLAND,2.1966215906814477,8,haushaltskonsum
7,zoll,H000009,STAAT,0.08614202316397834,8,Importzoll
7,kauf,H000009,F000016,1.7955113993581915,16,haushaltskonsum
7,steuer,H000009,STAAT,0.19750625392940108,16,Umsatzsteuer
7,kauf,H000009,F000006,1.2721985187555458,6,haushaltskonsum
7,steuer,H000009,STAAT,0.13994183706311003,6,Umsatzsteuer
7,kauf,H000009,F000001,1.2074184056278607,1,haushaltskonsum
7,steuer,H000009,STAAT,0.1328160246190647,1,Umsatzsteuer
7,kauf,H000009,F000010,1.128176347872406,10,haushaltskonsum
7,steuer,H000009,STAAT,0.12409939826596467,10,Umsatzsteuer
7,kauf,H000009,F000009,0.5375251179385738,9,haushaltskonsum
7,steuer,H000009,STAAT,0.05912776297324312,9,Umsatzsteuer
7,kauf,H000010,F000019,38.832362060644,19,haushaltskonsum
7,steuer,H000010,STAAT,4.27155982667084,19,Umsatzsteuer
7,kauf,H000010,F000017,11.255096942427096,17,haushaltskonsum
7,steuer,H000010,STAAT,1.2380606636669806,17,Umsatzsteuer
7,kauf,H000010,F000018,8.72577496844543,18,haushaltskonsum
7,steuer,H000010,STAAT,0.9598352465289973,18,Umsatzsteuer
7,import,H000010,AUSLAND,5.506452129632268,13,haushaltskonsum
7,zoll,H000010,STAAT,0.2159392992012654,13,Importzoll
7,import,H000010,AUSLAND,2.5144848703712475,8,haushaltskonsum
7,zoll,H000010,STAAT,0.09860724981848028,8,Importzoll
7,kauf,H000010,F000016,2.0133059513615748,16,haushaltskonsum
7,steuer,H000010,STAAT,0.22146365464977322,16,Umsatzsteuer
7,kauf,H000010,F000010,1.2586996455847101,10,haushaltskonsum
7,steuer,H000010,STAAT,0.13845696101431812,10,Umsatzsteuer
7,kauf,H000010,F000001,1.0054090373357987,1,haushaltskonsum
7,steuer,H000010,STAAT,0.11059499410693785,1,Umsatzsteuer
7,kauf,H000010,F000009,0.6340436505349121,9,haushaltskonsum
7,steuer,H000010,STAAT,0.06974480155884033,9,Umsatzsteuer
7,kauf,H000011,F000019,39.885815497136555,19,haushaltskonsum
7,steuer,H000011,STAAT,4.387439704685021,19,Umsatzsteuer
7,kauf,H000011,F000018,10.208895740142612,18,haushaltskonsum
7,steuer,H000011,STAAT,1.1229785314156873,18,Umsatzsteuer
7,kauf,H000011,F000017,8.43864854888581,17,haushaltskonsum
7,steuer,H000011,STAAT,0.9282513403774392,17,Umsatzsteuer
7,import,H000011,AUSLAND,6.107274427930802,13,haushaltskonsum
7,zoll,H000011,STAAT,0.23950095795807066,13,Importzoll
7,import,H000011,AUSLAND,3.133091309724651,8,haushaltskonsum
7,zoll,H000011,STAAT,0.12286632587155494,8,Importzoll
7,kauf,H000011,F000016,2.2102152421075387,16,haushaltskonsum
7,steuer,H000011,STAAT,0.24312367663182927,16,Umsatzsteuer
7,kauf,H000011,F000001,0.9446108590897041,1,haushaltskonsum
7,steuer,H000011,STAAT,0.10390719449986745,1,Umsatzsteuer
7,kauf,H000011,F000009,0.7227369564250793,9,haushaltskonsum
